File,Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes,Environment,Classify 1,Classify 2,Classify 3,Entry,Subtypes,Classify 4
D&D Monsters - D&D 3rd.csv,Doppelganger,Shapechanger,,Medium,Monster Manual,,,,3,,Any land and underground,Doppelganger,,,,,
D&D Monsters - D&D 3rd.csv,"Doppelganger, Greater",Shapechanger,,Medium,Monsters of Faerûn,,,,12,,Any land and underground,Doppelganger,Greater,,,,
D&D Monsters - D&D 3rd.csv,"Doppleganger, Dread",Shapechanger,,Medium,Denizens of Darkness,,,,3,,Any land and underground (Pardion),Doppelganger,Dread,,,,
D&D Monsters - D&D 3rd.csv,Doro No Oni,Ooze,,Huge,Creatures of Rokugan,,,,6,,Shadowlands and any marsh,Doro No Oni,,,,"Oni, Shadowlands",
D&D Monsters - D&D 3rd.csv,Dracohydra,Dragon,,Huge,Creature Catalogue,,,,13,,Temperate and cold mountains,Dracohydra,Adult,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra, Ancient",Dragon,,Gargantuan,Creature Catalogue,,,,20,,Temperate and cold mountains,Dracohydra,Ancient,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra, Great Wyrm",Dragon,,Gargantuan,Creature Catalogue,,,,24,,Temperate and cold mountains,Dracohydra,Great Wyrm,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra, Juvenile",Dragon,,Large,Creature Catalogue,,,,7,,Temperate and cold mountains,Dracohydra,Juvenile,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra,  Adult",Dragon,,Huge,Creature Catalogue,,,,15,,Temperate and cold mountains,Dracohydra,Adult,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra, Old",Dragon,,Huge,Creature Catalogue,,,,17,,Temperate and cold mountains,Dracohydra,Old,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra, Very Old",Dragon,,Huge,Creature Catalogue,,,,18,,Temperate and cold mountains,Dracohydra,Very Old,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra, Very",Dragon,,Medium,Creature Catalogue,,,,3,,Temperate and cold mountains,Dracohydra,Very,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra, Wyrm",Dragon,,Gargantuan,Creature Catalogue,,,,22,,Temperate and cold mountains,Dracohydra,Wyrm,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra, Wyrmling",Dragon,,Small,Creature Catalogue,,,,2,,Temperate and cold mountains,Dracohydra,Wyrmling,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra,",Dragon,,Medium,Creature Catalogue,,,,5,,Temperate and cold mountains,Dracohydra,,,,Water,
D&D Monsters - D&D 3rd.csv,"Dracohydra,  Adult",Dragon,,Large,Creature Catalogue,,,,10,,Temperate and cold mountains,Dracohydra,Adult,,,Water,
D&D Monsters - D&D 3rd.csv,Dracolich,Template,,,Creature Catalogue,,,,3,,Any land,Dracolich,,,,,
D&D Monsters - D&D 3rd.csv,Dracolisk,Magical Beast,,Large,Creature Catalogue,,,,6,,Any marsh or underground,Dracolisk,,,,,
D&D Monsters - D&D 3rd.csv,Dracolisk: Black,Dragon,,Medium,Tome of Horrors,,,,7,,Any land and underground,Dracolisk,Black,,,,
D&D Monsters - D&D 3rd.csv,"Draconian, Baaz",Monstrous Humanoid,,Medium,Dungeon #86,,,,1,,Any land,Draconian,Baaz,,,,
D&D Monsters - D&D 3rd.csv,"Draconian, Sivak",Monstrous Humanoid,,Large,Turnabout Rescue - (EL7,,,,6,,Any land,Draconian,Sivak,,,,
D&D Monsters - D&D 3rd.csv,Draconic,Template,,,Dragon #301,,,,0 to 1,,,Draconic,,,,,
D&D Monsters - D&D 3rd.csv,Dracosphinx,Magical Beast,,Large,Creature Catalogue,,,,12,,"Warm desert, plains, and mountains",Sphinx,Dracosphinx,,,,
D&D Monsters - D&D 3rd.csv,Dragon Horse,Magical Beast,,Large,Creature Catalogue,,,,9,,Any land,Dragon Horse,,,,Air,
D&D Monsters - D&D 3rd.csv,Dragon Turtle,Dragon,,Huge,Monster Manual,,,,9,,Temperate aquatic,Dragon Turtle,,,,Aquatic,
D&D Monsters - D&D 3rd.csv,"Dragon, Faerie",Dragon,,Tiny,Creature Catalogue,,,,2,,Temperate and warm forest,Dragon,Planar,Faerie,,,
D&D Monsters - D&D 3rd.csv,"Dragon, Red",,,,Dungeons & Dragons Adventure Game [Rule Book],,,,,,,Dragon,Chromatic,Red,,,Very
D&D Monsters - D&D 3rd.csv,"Dragon, White",,,,Dungeons & Dragons Adventure Game [Rule Book],,,,,,,Dragon,Chromatic,White,,,Very
D&D Monsters - D&D 3rd.csv,Dragon: Faerie Dragon,Dragon,,Tiny,Tome of Horrors,,,,2,,Temperate and warm forest,Dragon,Planar,Faerie,,,
D&D Monsters - D&D 3rd.csv,Dragonfish,Beast,,Small,Creature Catalogue,,,,2,,Any aquatic,Dragonfish,,,,,
D&D Monsters - D&D 3rd.csv,Dragonflesh Golem,Construct,,Large,Monster Manual II,,,,13,,Any land and underground,Golem,Dragonflesh,,,,
D&D Monsters - D&D 3rd.csv,Dragonflesh Half-Golem,Construct,,Medium,More Half Golems! (A Monster Manual II Web Enhancement,,,,4,,Any land and underground,Half-Golem,Dragonflesh,,,,
D&D Monsters - D&D 3rd.csv,"Dragonfly, Giant",Vermin,,Medium,Tome of Horrors,,,,4,,Temperate and warm land,Dragonfly,Giant,,,,
D&D Monsters - D&D 3rd.csv,Dragonkin,Monstrous Humanoid,,Large,Monsters of Faerûn,,,,3,,Any land,Dragonkin,,,,Reptilian,
D&D Monsters - D&D 3rd.csv,Dragonne,Magical Beast,,Large,Monster Manual,,,,7,,"Temperate and warm desert, hill, and underground",Dragonne,,,,,
D&D Monsters - D&D 3rd.csv,Dragonnel,Beast,,Huge,Tome of Horrors,,,,6,,Temperate and warm hills and mountains,Dragonnel,,,,,
D&D Monsters - D&D 3rd.csv,"Drake, Cold",Fey,,Small,The Lighthouse,,,,,,Arctic underground,Drake,Mystaran,Colddrake,,,
D&D Monsters - D&D 3rd.csv,"Drake, Man",Fey,,Medium,The Lighthouse,,,,,,Temperate,Drake,Mystaran,Mandrake,,,
D&D Monsters - D&D 3rd.csv,"Drake, Wood",Fey,,Small,The Lighthouse,,,,,,Temperate forest,Drake,Mystaran,Wooddrake,,,
D&D Monsters - D&D 3rd.csv,Drake: Fire Drake,Dragon,,Small,Tome of Horrors,,,,4,,Temperate hills and mountains,Drake,Fire,(Alternate),,Fire,
D&D Monsters - D&D 3rd.csv,Drake: Ice Drake,Dragon,,Small,Tome of Horrors,,,,4,,Cold hills and mountains,Drake,Ice,(Alternate),,Cold,
D&D Monsters - D&D 3rd.csv,Drake: Salt Drake,Dragon,,Large,Tome of Horrors,,,,9,,Temperate and warm desert,Drake,Salt,,,Earth,
D&D Monsters - D&D 3rd.csv,Dread,Undead,,Large,Birthright d20 Campaign Setting Rulebook,,,,23,,Any land and underground,Dread,Cerilian,,,Incorporeal,
D&D Monsters - D&D 3rd.csv,Dread Golem,Template,,,Ravenloft Campaign Setting,,,,1,,,Golem,Dread,,,,
D&D Monsters - D&D 3rd.csv,Dread Guard,Construct,,Medium,Monster Manual II,,,,2,,Any land and underground,Dread Guard,,,,,
D&D Monsters - D&D 3rd.csv,Dread Linnorm,Dragon,,Colossal,Monster Manual II,,,,25,,Any land,Linnorm,Dread,,,,
D&D Monsters - D&D 3rd.csv,Dread Ram,Undead,,Large,Ghostwalk,,,,3,,Any land and underground,Dread Ram,,,,,
D&D Monsters - D&D 3rd.csv,Dread Warrior,Undead,,Medium,Monsters of Faerûn,,,,3,,Any land,Dread Warrior,,,,,
D&D Monsters - D&D 3rd.csv,Dream Element Creature,Template,,,Dragon #287,,,,1 to 3,,Any land and underground,Dream Element,,,,,
D&D Monsters - D&D 3rd.csv,Dreamweaver,Outsider,,Diminutive,Denizens of Darkness,,,,-,,Any land or underground (dreams),Dreamweaver,,,,Lawful,
D&D Monsters - D&D 3rd.csv,Drelb (Haunting Custodian),Outsider,,Medium,Creature Catalogue,,,,5,,Any land and underground,Drelb,,,,Incorporeal,
D&D Monsters - D&D 3rd.csv,Dretch (Tanar'ri),Outsider,,Small,Monster Manual,,,,2,,Any land and underground,Demon,Tanar'ri,Dretch,,"Chaotic, Evil",
D&D Monsters - D&D 3rd.csv,Drhokkeran Charger,Animal,,Large,Kingdoms of Kalamar Campaign Setting,,,,,,,Horse,Tellenian,Drhokkeran Charger,,,
D&D Monsters - D&D 3rd.csv,Drider,Aberration,,Large,Monster Manual,,,,7,,Underground,Drider,,,,,
D&D Monsters - D&D 3rd.csv,Drider Vampire,Undead,,Large,City of the Spider Queen,,,,9,,Underground,Vampire,Drider,,,,
D&D Monsters - D&D 3rd.csv,Drow,Humanoid,,Medium,Forgotten Realms Campaign Setting,,,,,,,Elf,Drow,Faerûnian,,Elf,
D&D Monsters - D&D 3rd.csv,Drow Archer,Humanoid,,Medium,Battle Sheets!,,,,2,,,Elf,Drow,Archer,,Elf,
D&D Monsters - D&D 3rd.csv,Drow Ranger,Humanoid,,Medium,Battle Sheets!,,,,5,,,Elf,Drow,Ranger,,Elf,
D&D Monsters - D&D 3rd.csv,Drow Soldier,Humanoid,,Medium,Battle Sheets!,,,,4,,,Elf,Drow,Soldier,,Elf,
D&D Monsters - D&D 3rd.csv,Drow Warrior,Humanoid,,Medium,Battle Sheets!,,,,1,,,Elf,Drow,Warrior,,Elf,
D&D Monsters - D&D 3rd.csv,Drow Wizard,Humanoid,,Medium,Battle Sheets!,,,,5,,,Elf,Drow,Wizard,,Elf,
D&D Monsters - D&D 3rd.csv,Drownling,Fey,,Small,Denizens of Darkness,,,,3,,"Any aquatic, marsh, or any land or underground near water",Drownling,,,,Aquatic,
D&D Monsters - D&D 3rd.csv,Dryad,Fey,,Medium,Monster Manual,,,,1,,Temperate and warm forest,Dryad,,,,,
D&D Monsters - D&D 3rd.csv,Duergar,Humanoid,,Medium,Monster Manual,,,,1,,Any underground,Dwarf,Duergar,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Duhlarkin,Template,,,"Bestiary of the Realms, Volume 1",,,,1 (with notes),,,Duhlarkin,,,,,
D&D Monsters - D&D 3rd.csv,"Duhlarkin, Badgeram",Beast,,Medium,"Bestiary of the Realms, Volume 1",,,,3,,"Temperate forest, hill, and plains",Duhlarkin,Badgeram,,,,
D&D Monsters - D&D 3rd.csv,"Duhlarkin, Wolveraven",Beast,,Large,"Bestiary of the Realms, Volume 1",,,,4,,Cold and temperate hills and mountains,Duhlarkin,Wolveraven,,,,
D&D Monsters - D&D 3rd.csv,Dun Pudding,Ooze,,Huge,Creature Catalogue,,,,5,,,Pudding,Dun,,,,
D&D Monsters - D&D 3rd.csv,Dune Stalker,Outsider,,Medium,Creature Catalogue,,,,5,,Any warm land and underground,Dune Stalker,,,,"Fire, Evil",
D&D Monsters - D&D 3rd.csv,Duodrone (Base Modron),Outsider,,Small,Modrons (A Manual of the Planes Web Enhancement,,,,1,,Any land,Modron,Duodrone,,,,
D&D Monsters - D&D 3rd.csv,Dusanu (Rot Fiend),Plant,,Medium,Creature Catalogue,,,,5,,Any temperate or warm land,Dusanu,,,,,
D&D Monsters - D&D 3rd.csv,Dust Digger,Aberration,,Large,Creature Catalogue,,,,4,,Warm desert,Dust Digger,,,,,
D&D Monsters - D&D 3rd.csv,Dust Mephit,Outsider,,Small,Monster Manual,,,,3,,Any land and underground,Mephit,Dust,,,Air,
D&D Monsters - D&D 3rd.csv,Dwarf,Humanoid,,Medium,Monster Manual,,,,1/2,,"Any hill, mountains, and underground",Dwarf,Hill,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Cleric,Humanoid,,Medium,Battle Sheets!,,,,2,,,Dwarf,Cleric,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Einherjar,Outsider,,Small,Deities and Demigods,,,,20,,Asgard,Einherjar,Dwarf,,,,
D&D Monsters - D&D 3rd.csv,Dwarf Fighter,Humanoid,,Medium,Battle Sheets!,,,,3,,,Dwarf,Fighter,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Ghost,Outsider,,Medium,Ghostwalk,,,,1,,City of Manifest and underground,Ghost,Dwarf,,,Incorporeal,
D&D Monsters - D&D 3rd.csv,Dwarf Hammer Priest,Humanoid,,Medium,Battle Sheets!,,,,4,,,Dwarf,Hammer Priest,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Legionnaire,Humanoid,,Medium,Battle Sheets!,,,,1/2,,,Dwarf,Legionnaire,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Lightning Lancer,Humanoid,,Medium,Battle Sheets!,,,,3,,,Dwarf,Lightning Lancer,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf People's Guard,Humanoid,,Medium,Battle Sheets!,,,,2,,,Dwarf,People's Guard,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Raider,Humanoid,,Medium,Battle Sheets!,,,,1/2,,,Dwarf,Raider,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Ranger,Humanoid,,Medium,Battle Sheets!,,,,3,,,Dwarf,Ranger,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Scorcher,Humanoid,,Medium,Battle Sheets!,,,,1/2,,,Dwarf,Scorcher,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Shocktrooper,Humanoid,,Medium,Battle Sheets!,,,,1,,,Dwarf,Shocktrooper,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Thunderlasher,Humanoid,,Medium,Battle Sheets!,,,,1,,,Dwarf,Thunderlasher,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarf Zealot,Humanoid,,Medium,Battle Sheets!,,,,2,,,Dwarf,Zealot,,,Dwarf,
D&D Monsters - D&D 3rd.csv,"Dwarf, Arctic",Humanoid,,Small,Races of Faerûn,,,,,,,Dwarf,Arctic,Faerûnian,,Dwarf,
D&D Monsters - D&D 3rd.csv,"Dwarf, Cerilian",Humanoid,,Medium,Birthright d20 Campaign Setting Rulebook,,,,,,,Dwarf,Cerilian,,,Dwarf,
D&D Monsters - D&D 3rd.csv,"Dwarf, Gold",Humanoid,,Medium,Races of Faerûn,,,,,,,Dwarf,Gold,,,Dwarf,
D&D Monsters - D&D 3rd.csv,"Dwarf, Gray",Humanoid,,Medium,Races of Faerûn,,,,,,,Dwarf,Duergar,Faerûnian,,Dwarf,
D&D Monsters - D&D 3rd.csv,"Dwarf, Shield",Humanoid,,Medium,Races of Faerûn,,,,,,,Dwarf,Shield,,,Dwarf,
D&D Monsters - D&D 3rd.csv,"Dwarf, Urdunnir",Humanoid,,Medium,Races of Faerûn,,,,,,,Dwarf,Urdunnir,,,Dwarf,
D&D Monsters - D&D 3rd.csv,"Dwarf, Wild",Humanoid,,Small,Races of Faerûn,,,,,,,Dwarf,Wild,,,Dwarf,
D&D Monsters - D&D 3rd.csv,Dwarven Vampire,Undead,,Medium,Denizens of Darkness,,,,8,,,Vampire,Dwarven,,,,
D&D Monsters - D&D 3rd.csv,Dwarven Warrior,,,,Dungeons & Dragons Adventure Game [Rule Book],,,,,,,Dwarf,,,,,
D&D Monsters - D&D 3rd.csv,Dweomerborn,Aberration,,Large,Monsters of the Void,,,,7,,Any space,Dweomerborn,,,,Incorporeal,
D&D Monsters - D&D 3rd.csv,Dweomervore,Dragon,,Small,Dragon #307,,,,7,,Any,Dweomervore,,,,,
D&D Monsters - D&D 3rd.csv,Eagle,Animal,,Small,Monster Manual,,,,1/2,,"Any forst, hill, plains, and mountains",Eagle,,,,,
D&D Monsters - D&D 3rd.csv,Ear Seeker,Vermin,,,Creature Catalogue,,,,4,,,Ear Seeker,,,,,
D&D Monsters - D&D 3rd.csv,Earth Demon,Outsider,,Medium,Dragon #306,,,,5,,Any land and underground,Demon,Elemental,Earth,,"Chaotic, Earth, Evil",
D&D Monsters - D&D 3rd.csv,Earth Element Creature,Template,,,Manual of the Planes,,,,,,Any land and underground,Element,Earth,,,Earth,
D&D Monsters - D&D 3rd.csv,Earth Element Rhinoceros,Elemental,,Large,Manual of the Planes,,,,6,,Any land and underground,Element,Earth,Rhinoceros,,Earth,
D&D Monsters - D&D 3rd.csv,"Earth Elemental, Elder",Elemental,,Huge,Monster Manual,,,,11,,Any land and underground,Elemental,Earth,Elder,,Earth,
D&D Monsters - D&D 3rd.csv,"Earth Elemental, Greater",Elemental,,Huge,Monster Manual,,,,9,,Any land and underground,Elemental,Earth,Greater,,Earth,
D&D Monsters - D&D 3rd.csv,"Earth Elemental, Huge",Elemental,,Huge,Monster Manual,,,,7,,Any land and underground,Elemental,Earth,Huge,,Earth,
D&D Monsters - D&D 3rd.csv,"Earth Elemental, Large",Elemental,,Large,Monster Manual,,,,5,,Any land and underground,Elemental,Earth,Large,,Earth,
D&D Monsters - D&D 3rd.csv,"Earth Elemental, Medium",Elemental,,Medium,Monster Manual,,,,3,,Any land and underground,Elemental,Earth,Medium,,Earth,
D&D Monsters - D&D 3rd.csv,"Earth Elemental, Primal",Elemental,,Colossal,Epic Level Handbook,,,,35,,Any land,Elemental,Earth,Primal,,Earth,
D&D Monsters - D&D 3rd.csv,"Earth Elemental, Small",Elemental,,Small,Monster Manual,,,,1,,Any land and underground,Elemental,Earth,Small,,Earth,
D&D Monsters - D&D 3rd.csv,Earth Genasi,Outsider,,Medium,Dragon #293,,,,,,,Genasi,Earth,,,,
D&D Monsters - D&D 3rd.csv,Earth Mephit,Outsider,,Small,Monster Manual,,,,3,,Any land and underground,Mephit,Earth,,,Earth,
D&D Monsters - D&D 3rd.csv,Earth Weird,Elemental,,Large,Creature Catalogue,,,,6,,Any land,Weird,Earth,,,Earth,
D&D Monsters - D&D 3rd.csv,Eblis,Magical Beast,,Medium,Creature Catalogue,,,,3,,Temperate and warm marsh,Eblis,,,,,
D&D Monsters - D&D 3rd.csv,Ebon Tiger,Magical Beast,,Large,Vaults of Pandius,,,,4,,Any,Tiger,Ebon,,,,
D&D Monsters - D&D 3rd.csv,Ectoplasmic Ooze,Ooze,,Medium,Psionic Bestiary: Ectoplasmic Ooze,,,,4,,Any land and underground,Ectoplasmic Ooze,,,,,
D&D Monsters - D&D 3rd.csv,"Ectoplasmic Vermin, Medium",Vermin,,Medium,Ghostwalk,,,,1,,Any land and underground,Ectoplasmic Vermin,Medium,,,,
D&D Monsters - D&D 3rd.csv,"Ectoplasmic Vermin, Small",Vermin,,Small,Ghostwalk,,,,1/2,,Any land and underground,Ectoplasmic Vermin,Small,,,,
D&D Monsters - D&D 3rd.csv,"Ectoplasmic Vermin, Tiny",Vermin,,Tiny,Ghostwalk,,,,1/3,,Any land and underground,Ectoplasmic Vermin,Tiny,,,,
D&D Monsters - D&D 3rd.csv,"Eel, Moray (Giant)",Beast,,Large,Creature Catalogue,,,,4,,Warm aquatic,Eel,Moray,Giant,,,
D&D Monsters - D&D 3rd.csv,Eel: Giant Moray Eel,Beast,,Large,Tome of Horrors,,,,4,,Warm aquatic,Eel,Moray,Giant,,Aquatic,
D&D Monsters - D&D 3rd.csv,Effigy,Undead,,Medium,Monster Manual II,,,,17,,Any land and underground,Effigy,,,,"Fire, Incorporeal",
D&D Monsters - D&D 3rd.csv,Efreeti,Outsider,,Large,Monster Manual,,,,8,,Any land,Genie,Efreeti,,,"Evil, Fire, Lawful",
D&D Monsters - D&D 3rd.csv,Efreeti (Genie),Outsider,,,Savage Species,,,,,,,Genie,Efreeti,,,"Evil, Fire",
D&D Monsters - D&D 3rd.csv,Ehrsheghlien,,,,Birthright d20 Campaign Setting Rulebook,,,,,,,Ehrsheghlien,,,,,
D&D Monsters - D&D 3rd.csv,Eight-Headed Hydra,Beast,,Huge,Monster Manual,,,,7,,Any marsh and underground,Hydra,Eight-Headed,,,,
D&D Monsters - D&D 3rd.csv,Einsaung Nat,Fey,,Small,Oriental Adventures,,,,1,,Warm forest,Nat,Einsaung,,,Spirit,
D&D Monsters - D&D 3rd.csv,Elasmosaurus,Beast,,Huge,Monster Manual,,,,5,,Warm aquatic,Plesiosaur,Elasmosaurus,,,,
D&D Monsters - D&D 3rd.csv,Elder Arrowhawk,Outsider,,Large,Monster Manual,,,,8,,Any land and underground,Arrowhawk,Elder,,,Air,
D&D Monsters - D&D 3rd.csv,Elder Brain,Aberration,,Large,Creature Catalogue,,,,21,,Any underground,Mind Flayer,Elder Brain,,,,
D&D Monsters - D&D 3rd.csv,Elder Ogre,Giant,,Large,"Bestiary of the Realms, Volume 1",,,,11,,Any land and underground,Ogre,Elder,,,,
D&D Monsters - D&D 3rd.csv,Elder Psurlon,Aberration,,Medium,Monster Manual II,,,,9,,Underground,Psurlon,Elder,,,,
D&D Monsters - D&D 3rd.csv,Elder Tojanida,Outsider,,Large,Monster Manual,,,,9,,Any aquatic and underground,Tojanida,Elder,,,Water,
D&D Monsters - D&D 3rd.csv,Elder Treant,Plant,,Colossal,Elder Treant,,,,19,,Any forest,Treant,Elder,,,,
D&D Monsters - D&D 3rd.csv,Elder Xorn,Outsider,,Large,Monster Manual,,,,8,,Any land and underground,Xorn,Elder,,,Earth,
D&D Monsters - D&D 3rd.csv,Electrum Clockwork Horror,Construct,,Small,Monster Manual II,,,,4,,Any land and underground,Clockwork Horror,Electrum,,,,
D&D Monsters - D&D 3rd.csv,Elemental Familiar,Elemental,,,Tome and Blood,,,,,,,Elemental,Air,Familiar,,,
D&D Monsters - D&D 3rd.csv,Elemental Lord (Ogremoch),Elemental,,Gargantuan,Creature Catalogue,,,,17,,Any land and underground,Archomental,Ogrémoch,,,Earth,
D&D Monsters - D&D 3rd.csv,Elemental Lord (Olhydra),Elemental,,Gargantuan,Creature Catalogue,,,,17,,Any aquatic and underground,Archomental,Olhydra,,,Water,
D&D Monsters - D&D 3rd.csv,Elemental Lord (Yan-C-Bin),Elemental,,Gargantuan,Creature Catalogue,,,,17,,Any land and underground,Archomental,Yan-C-Bin,,,Air,
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Akeru No Oni",Outsider,,Large,Creatures of Rokugan,,,,12,,"Shadowlands, any land and underground",Elemental Terror,Greater,Akeru No Oni,,"Void, Evil, Oni, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Jimen No Oni",Elemental,,Huge,Creatures of Rokugan,,,,12,,Shadowlands and any mountains,Elemental Terror,Greater,Jimen No Oni,,"Earth, Oni, Evil, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Kaze No Oni",Elemental,,Medium,Creatures of Rokugan,,,,12,,"Shadowlands, and any mountain or plain",Elemental Terror,Greater,Kaze No Oni,,"Air, Oni, Evil, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Kukanchi No Kansen",Elemental,,Tiny,Creatures of Rokugan,,,,3,,"Shadowlands, any land and underground",Elemental Terror,Lesser,Kukanchi No Kansen,,"Void, Oni, Evil, Incorporeal, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Mizu No Oni",Elemental,,Medium,Creatures of Rokugan,,,,12,,"Shadowlands, any land and underground",Elemental Terror,Greater,Mizu No Oni,,"Water, Oni, Evil, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Moetechi No Kansen",Elemental,,Small,Creatures of Rokugan,,,,3,,"Shadowlands, and land and underground",Elemental Terror,Lesser,Moetechi No Kansen,,"Fire, Oni, Evil, Incorporeal, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Oyuchi No Kansen",Elemental,,Small,Creatures of Rokugan,,,,3,,"Shadowlands, any land and aquatic",Elemental Terror,Lesser,Oyuchi No Kansen,,"Water, Oni, Evil, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Taki-Bi No Oni",Elemental,,Medium,Creatures of Rokugan,,,,12,,"Shadowlands, and land and underground",Elemental Terror,Greater,Taki-Bi No Oni,,"Fire, Oni, Evil, Incorporeal, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Toichi No Kansen",Elemental,,Large,Creatures of Rokugan,,,,4,,Shadowlands and any mountains,Elemental Terror,Lesser,Toichi No Kansen,,"Earth, Oni, Evil, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Terror, Yosuchi No Kansen",Elemental,,Large,Creatures of Rokugan,,,,4,,Shadowlands and any mountain or plain,Elemental Terror,Lesser,Yosuchi No Kansen,,"Air, Oni, Evil, Incorporeal, Shadowlands",
D&D Monsters - D&D 3rd.csv,Elemental Vortex,Elemental,,Colossal,Creatures of Rokugan,,,,15,,Shadowlands and any land,Elemental Vortex,,,,"Incorporeal, Shadowlands",
D&D Monsters - D&D 3rd.csv,"Elemental Weird, Earth Weird",Elemental,,Large,Monster Manual II,,,,12,,"Any land or underground, or appropriate element",Weird,Earth,,,Earth,
D&D Monsters - D&D 3rd.csv,"Elemental Weird, Fire Weird",Elemental,,Large,Monster Manual II,,,,12,,"Any land or underground, or appropriate element",Weird,Fire,,,Fire,
D&D Monsters - D&D 3rd.csv,"Elemental Weird, Water Weird",Elemental,,Large,Monster Manual II,,,,12,,"Any land or underground, or appropriate element",Weird,Water,,,Water,
D&D Monsters - D&D 3rd.csv,"Elemental, Lightning (Quasi), Large",Elemental,,Large,Creature Catalogue,,,,9,,Any land,Quasielemental,Lightning,Large,,"Air, Electricity",
D&D Monsters - D&D 3rd.csv,"Elemental, Lightning (Quasi), Medium",Elemental,,Medium,Creature Catalogue,,,,6,,Any land,Quasielemental,Lightning,Medium,,"Air, Electricity",
D&D Monsters - D&D 3rd.csv,"Elemental, Lightning (Quasi), Small",Elemental,,Small,Creature Catalogue,,,,3,,Any land,Quasielemental,Lightning,Small,,"Air, Electricity",
D&D Monsters - D&D 3rd.csv,"Elemental: Lightning Quasi-Elemental, Large",Elemental,,Large,Tome of Horrors,,,,9,,Any land,Quasielemental,Lightning,Large,,"Air, Electricity",
D&D Monsters - D&D 3rd.csv,"Elemental: Lightning Quasi-Elemental, Medium",Elemental,,Medium,Tome of Horrors,,,,6,,Any land,Quasielemental,Lightning,Medium,,"Air, Electricity",
D&D Monsters - D&D 3rd.csv,"Elemental: Lightning Quasi-Elemental, Small",Elemental,,Small,Tome of Horrors,,,,3,,Any land,Quasielemental,Lightning,Small,,"Air, Electricity",
D&D Monsters - D&D 3rd.csv,"Elemental: Time Elemental, Common",Elemental,,Medium,Tome of Horrors,,,,8,,Any land and underground,Elemental,Time,Common,,Time,
D&D Monsters - D&D 3rd.csv,"Elemental: Time Elemental, Noble",Elemental,,Large,Tome of Horrors,,,,14,,Any land and underground,Elemental,Time,Noble,,Time,
D&D Monsters - D&D 3rd.csv,"Elemental: Time Elemental, Royal",Elemental,,Large,Tome of Horrors,,,,17,,Any land and underground,Elemental,Time,Royal,,Time,
D&D Monsters - D&D 3rd.csv,Elephant,Animal,,Huge,Monster Manual,,,,8,,Warm forest and plains,Elephant,,,,,
D&D Monsters - D&D 3rd.csv,Eleven-Headed Hydra,Beast,,Huge,Monster Manual,,,,10,,Any marsh and underground,Hydra,Eleven-Headed,,,,
D&D Monsters - D&D 3rd.csv,Elf,Humanoid,,Medium,Monster Manual,,,,1/2,,Temperate forests,Elf,High,,,Elf,
D&D Monsters - D&D 3rd.csv,Elf Einherjar,Outsider,,Medium,Deities and Demigods,,,,20,,Asgard,Einherjar,Elf,,,,
D&D Monsters - D&D 3rd.csv,"Elf, Aquatic",Humanoid,,Medium,Races of Faerûn,,,,,,,Elf,Aquatic,Faerûnian,,"Aquatic, Elf",
