Name,Source,Size,Environment,CR,Classify 1,Classify 2,Classify 3
The Ecology of the Bag of Devouring: Hiders Keepers,Dragon #271,,,,Devourer,Bag of Devouring,
The Ecology of the Behir,Dragon #156,,,,Behir,,
The Ecology of the Bird Maiden,Dragon #218,,,,Swanmay,Bird Maiden,
The Ecology of the Black Pudding,Dragon #219,,,,Pudding,Black,
The Ecology of the Carrion Crawler: Crawlspaces,Dragon #267,,,,Carrion Crawler,,
The Ecology of the Chitine,Dragon #223,,,,Chitine,,
The Ecology of the Crystal Spider,Dragon #221,,,,Spider,Crystal,Athasian
The Ecology of the Cyclopskin: Brokk's Lucky Day,Dragon #254,,,,Cyclops,Cyclopskin,
The Ecology of the Dakon,Dragon #187,,,,Dakon,,
The Ecology of the Dark Naga: Fool Me Twice,Dragon #261,,,,Naga,Dark,
The Ecology of the Flail Snail: The Price of Flailure,Dragon #258,,,,Snail,Flail,
The Ecology of the Flumph,Dragon #246,,,,Flumph,,
The Ecology of the Galeb Duhr,Dragon #172,,,,Galeb Duhr,,
The Ecology of the Ghoul: Among the Carrion Crows,Dragon #252,,,,Ghoul,,
The Ecology of the Giant Scorpion,Dragon #197,,,,Scorpion,Monstrous,
The Ecology of the Gibbering Mouther,Dragon #160,,,,Gibbering Beast,Gibbering Mouther,
The Ecology of the Gorbel: Full of Hot Air,Dragon #270,,,,Beholder,Gorbel,
The Ecology of the Gray Ooze: Ooze There?,Dragon Annual #4,,,,Gray Ooze,,
The Ecology of the Griffon,Dragon #161,,,,Griffon,,
The Ecology of the Hippocampus: Kidnapped!,Dragon #273,,,,Hippocampus,,
The Ecology of the Hydra: Heads and Tales,Dragon #272,,,,Hydra,,
The Ecology of the Jermlaine: The Best Laid Plans,Dragon #262,,,,Jermlaine,,
The Ecology of the Lammasu,Dragon #224,,,,Lammasu,,
The Ecology of the Manticore,Dragon #153,,,,Manticore,,
The Ecology of the Mongrelman,Dragon #242,,,,Mongrelfolk,,
The Ecology of the Neogi,Dragon #214,,,,Neogi,,
The Ecology of the Nymph,Dragon #240,,,,Nymph,,
The Ecology of the Osquip,Dragon #227,,,,Osquip,,
The Ecology of the Owlbear,Dragon #214,,,,Owlbear,,
The Ecology of the Pseudodragon: The Sting,Dragon #269,,,,Drake,Pseudodragon,
The Ecology of the Roper,Dragon #232,,,,Roper,,
The Ecology of the Satyr,Dragon #155,,,,Satyr,,
The Ecology of the Shambling Mound,Dragon Annual #2,,,,Shambling Mound,,
The Ecology of the Sphinx,Dragon #244,,,,Sphinx,,
The Ecology of the Steeder,Dragon #245,,,,Steeder,,
The Ecology of the Steel Dragon: Soulbond,Dragon Annual #3,,,,Dragon,Metallic,Steel
The Ecology of the Stirge,Dragon #239,,,,Stirge,,
The Ecology of the Su-Monster,Dragon #167,,,,Su-Monster,,
The Ecology of the Troglodyte,Dragon #235,,,,Troglodyte,,
The Ecology of the Umber Hulk,Dragon #152,,,,Umber Hulk,,
The Ecology of the Wemic,Dragon #157,,,,Wemic,,
The Ecology of the Wyvern,Dragon Annual #1,,,,Wyvern,,
The Ecology of the Xixchil: Makeovers,Dragon #266,,,,Thri-Kreen,Xixchil,
The Eye,Vecna Lives! (WGA4),Medium,Any,,Eye,,
The Hand,Vecna Lives! (WGA4),Medium,Any,,Hand,,
The Mechanics of the Iron Cobra,Dragon #164,,,,Iron Cobra,,
The New Ecology of the Dragons,Dragon #146,,,,Dragon,,
The Slayer,Diablo II Adventure Game,,,,Slayer,,
The Sociology of the Flind,Dragon #173,,,,Gnoll,Flind,
"Therapsid, early",Dragon #176,Small to Large,Forests,,Therapsid,Early,
"Therapsid, giant",Dragon #176,Large,Forests,,Therapsid,Giant,
"Thessalmonster, Thessalgorgon",Monstrous Compendium Annual Volume Three,,"Damp, dark places",,Thessalgorgon,,
"Thessalmonster, Thessalhydra",Monstrous Compendium Annual Volume Three,,"Damp, dark places",,Thessalhydra,,
"Thessalmonster, Thessalmera",Monstrous Compendium Annual Volume Three,,"Damp, dark places",,Thessalmera,,
"Thessalmonster, Thessaltrice",Monstrous Compendium Annual Volume Three,,"Damp, dark places",,Thessaltrice,,
Thing That Should Not Exist,Crypt of Lyzandred the Mad,Large,,,Thing That Should Not Exist,,
Third-generation Megalomen,Dungeon #69,Large,,,Megalomen,Third-Generation,
Thoqqua,Planescape Monstrous Compendium Appendix III,Medium,"Planes of Fire, Earth, Magma",,Thoqqua,,
Thorn Ogre,Sylvan Veil,Large,,,Ogre,Thorn,
Thought Eater,Complete Psionics Handbook (PHBR5),Small,Ethereal Plane,,Thought Eater,,
Thoul,Mystara Monstrous Compendium Appendix,Medium,Any non-arctic,,Thoul,,
Thousandtooth,Scarlet Brotherhood,Medium,Any,,Thousandtooth,,
Thrax,Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Medium,"Sea of Silt, Tablelands",,Thrax,,
Thrax (Palik),Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15),Medium,Kalidnay,,Thrax,Palik,
Thri-kreen,1992 Trading Cards Factory Set,Medium,,,Thri-Kreen,,
Thri-kreen (Mantis Warrior),1991 Trading Cards Factory Set,Medium,,,Thri-Kreen,,
"Thri-Kreen, Athasian",Dragon #173,Large,Any land,,Thri-Kreen,Athasian,
"Thri-Kreen, Tohr-Kreen",Monstrous Manual,,,,Thri-Kreen,Tohr-Kreen,
"Thri-Kreen, Xixchil",Monstrous Manual,,,,Thri-Kreen,Xixchil,
Thunder Children,Monstrous Compendium Fiend Folio Appendix (MC14),Small,Temperate/any,,Thunder Children,,
Thunderhead,Mystara Monstrous Compendium Appendix,Huge,"Aerial, thunderstorms",,Thunderhead,,
Thyatian,Karameikos: Kingdom of Adventure [Explorer's Guide],,,,Human,Mystaran,Thyatian
Thylacine,Monstrous Compendium Volume Three: Forgotten Realms Appendix,Large,Rocky or wooded regions,,Thylacine,,
"Tick, Heart",Monstrous Compendium Annual Volume One,Tiny,Temperate to tropical urban and subterranean,,Tick,Heart,
Tickler,Dragon #156,Tiny,Any,,Tickler,,
Tiefling,Planescape Monstrous Compendium Appendix,Medium,Abyss,,Tiefling,,
Tiger-headed Statue,Dungeon #37,Medium,,,Tiger-headed Statue,,
"Tiger, Ebon",Mystara Monstrous Compendium Appendix,Large,Any,,Tiger,Ebon,
"Time Dimensional, Common",Chronomancer,Small,Temporal Prime,,Elemental,Time,Common
"Time Dimensional, Noble",Chronomancer,Small,Temporal Prime,,Elemental,Time,Noble
"Time Dimensional, Royal",Chronomancer,Large,Temporal Prime,,Elemental,Time,Royal
Tin Golem,Dragon #156,Medium,Any,,Golem,Tin,
Tinker Gnome (Minoi),Complete Book of Gnomes and Halflings (PHBR9),,,,Gnome,Tinker,
"Tinkerer (""Giant Bubble"")",Lost Ships (SJR1),Small,Any space,,Tinkerer,,
Tiny Elementals,"Encyclopedia Magica, Volume IV",,,,Elemental,Table of the Elements,
Tirichik,Great Glacier (FR14),Gargantuan,Arctic (Great Glacier),,Tirichik,,
Titan,Monstrous Compendium Outer Planes Appendix,Gargantuan,Olympus,,Titan,,
"Titan, Algorn",Monstrous Manual,,,,Titan,Algorn,
"Titan, Girzon",Monstrous Manual,,,,Titan,Girzon,
"Titan, Greater",Monstrous Manual,,,,Titan,Greater,
"Titan, Malephus",Monstrous Manual,,,,Titan,Malephus,
"Titan, Mane",Monstrous Manual,,,,Titan,Mane,
"Titan, Porphyl",Monstrous Manual,,,,Titan,Porphyl,
"Titan, Syllia",Monstrous Manual,,,,Titan,Syllia,
Tlacique (spectre),Dragon Annual #1,,,,Vampire,Tlacique,
Tlincalli,Monstrous Compendium Forgotten Realms Appendix (MC11),Medium,"Tropical or subtropical, desert or caves",,Manscorpion,,
Tlokasazotz (Olman Bat-Vampire),Scarlet Brotherhood,Large or Medium,Jungle,,Tlokasazotz,,
Toad (Familiar),1992 Trading Cards Factory Set,,,,Toad,Familiar,
"Toad, Giant",Complete Starter Set [Monstrous Manual],Medium,,,Toad,Giant,
"Toad, Giant, Fire",Monstrous Compendium Volume One,Small,Non-arctic or subterranean,,Toad,Fire,
"Toad, Giant, Fire Toad",Monstrous Manual,Small,Non-arctic or subterranean,,Toad,Fire,
"Toad, Giant, Ice",Monstrous Compendium Volume One,Large,"Arctic, subarctic land or subterranean",,Toad,Ice,
"Toad, Giant, Ice Toad",Monstrous Manual,Large,"Arctic, subarctic land or subterranean",,Toad,Ice,
"Toad, Giant, Poisonous",Monstrous Compendium Volume One,Medium,Non-arctic or subterranean,,Toad,Poisonous,
"Toad, Giant, Poisonous Toad",Monstrous Manual,Medium,Non-arctic or subterranean,,Toad,Poisonous,
Tohr-kreen,Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Large,Any but the forest ridge,,Thri-Kreen,Zik-Trin,Zik-Trin'ta
"Tohr-Kreen, J'ez",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Large,Any land,,Thri-Kreen,Tohr-Kreen,J'ez
"Tohr-Kreen, J'hol",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any land,,Thri-Kreen,Tohr-Kreen,J'hol
"Tohr-Kreen, T'keech",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any land,,Thri-Kreen,Tohr-Kreen,T'keech
"Tohr-Kreen, Tondi",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Large,Any fertile land,,Thri-Kreen,Tohr-Kreen,Tondi
Tollan,Blood Enemies: Abominations of Cerilia,,,,Awnshegh,Tollan,
Tomb Tapper (Thaalud),Anauroch (FR13),Huge,Any subterranean,,Tomb Tapper,,
"Tomb Tapper, Thaalud",Monstrous Compendium Annual Volume Three,Huge,Any subterranean,,Tomb Tapper,,
Tomb Tappers,Netheril: Empire of Magic,Huge,Any subterranean,,Tomb Tapper,,
Tomb Warden,Axe of the Dwarvish Lords,Medium,Dwarven delvings,,Golem,Stone,Tomb Warden
Tome Guardian,"Encyclopedia Magica, Volume III",Small,,,Tome Guardian,,
Topaz Dragons,Campaign Option: Council of Wyrms,,,,Dragon,Gem,Topaz
Topi,Mystara Monstrous Compendium Appendix,Tiny,"Tropical or subtropical jungle, ruins, subterranean",,Zombie,Topi,
Tortle,Mystara Monstrous Compendium Appendix,Medium,"Non-arctic swamp, forest, beaches",,Tortle,,
"Tortle, Snapper",Mystara Monstrous Compendium Appendix,Medium,"Non-arctic ocean, coasts",,Tortle,Snapper,
Totem Spirit,Shaman,Medium,Same as animal type,,Spirit,Totem,
Toxic Snare,Dragon Annual #4,,,,Symbiont,Toxic Snare,
Traag,1992 Trading Cards Factory Set,Medium,,,Draconian,Baaz,Traag
Tractor Worm,Rise of the Titans,Large,,,Urkhan Worm,,
Traladarans,Karameikos: Kingdom of Adventure [Explorer's Guide],,,,Human,Mystaran,Traladaran
Transient Golem,Children of the Night: The Created,,,,Golem,Transient,
Translator,Monstrous Compendium Outer Planes Appendix,Small,Upper planes,,Translator,,
Trapper,1991 Trading Cards Factory Set,Huge to Gargantuan,,,Trapper,,
Treant,1991 Trading Cards Factory Set,Huge,,,Treant,,
"Treant, Athasian",Ivory Triangle [Ivory Triangle],Huge,Forest,,Treant,Athasian,
"Treant, Evil",Monstrous Compendium Ravenloft Appendix,Huge,Any forest,,Treant,,
"Treant, Evil (Blackroot)",Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15),Huge,Tepest,,Treant,Evil,Blackroot
"Treant, Undead",Monstrous Compendium Ravenloft Appendix,Huge,Any forest,,Treant,Undead,Dread
Tree,"Encyclopedia Magica, Volume III",,,,Tree,,
"Tree, Dark",Monstrous Compendium Annual Volume One,Huge,"Jungle, tropical",,Dark Tree,,
"Tree, Death's Head",Monstrous Compendium Annual Volume One,Huge,Temperate land,,Death's Head Tree,,
"Tree, Singing",Monstrous Compendium Annual Volume One,Large,Temperate or tropical forest,,Singing Tree,,
Trelon,Dragon #262,Large,Any shadowy area,,Trelon,,
Tren,Monstrous Compendium Forgotten Realms Appendix (MC11),Medium,Damp subterranean,,Tren,,
Tressym,Forgotten Realms Campaign Setting (New Edition),Tiny,Any temperate land,,Cat,Tressym,
Tribute Gatherer,Dungeon #64,Large,The Abyss,,Tribute Gathere,,
Triceratops,1991 Trading Cards Factory Set,Huge,,,Dinosaur,Triceratops,
Trilling crysmal,Dragon #174,Large,Plane of Mineral,,Crysmal,Trilling,
Trilloch,Planescape Monstrous Compendium Appendix III,Small to Medium,Negative Energu Plane (any),,Trilloch,,
Trin,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Large,Any land,,Trin,,
"Triobrand's Automatons, Ferragan",Ruins of Undermountain II: The Deep Levels,Medium,Subterranean,,Automaton,Triobrand's,Ferragan
"Triobrand's Automatons, Silversann",Ruins of Undermountain II: The Deep Levels,Small,Subterranean,,Automaton,Triobrand's,Silversann
"Triobrand's Automatons, Thanatar",Ruins of Undermountain II: The Deep Levels,Huge,Subterranean,,Automaton,Triobrand's,Thanatar
Triton,Monstrous Compendium Volume Two,Medium,Any sea,,Triton,,
Tritons,Sea of Fallen Stars,,,,Triton,Serôsian,
Troglodyte,Dragon #265,,,,Troglodyte,,
Troll,1991 Trading Cards Factory Set,Large,,,Troll,,
Troll Mutate (Far Realm),Monstrous Compendium Annual Volume Four,Large,Far Realm Gate,,Troll Mutate,,
"Troll Mutate (Far Realm), Matriarch",Monstrous Compendium Annual Volume Four,,,,Troll Mutate,Matriarch,
"Troll, Desert",Greyhawk Ruins (WGR1),Large,Any/Deserts,,Troll,Desert,
"Troll, Freshwater",Monstrous Manual,Large,Lakes/rivers,,Troll,Scrag,
"Troll, Freshwater Scrag",Monstrous Compendium Volume One,Large,Any lake or river,,Troll,Scrag,
"Troll, Giant",Greyhawk Ruins (WGR1),Large,Giant,,Troll,Giant,
"Troll, Ice",1993 Trading Cards Factory Set,Large,,,Troll,Ice,
"Troll, Legacy",Savage Coast Monstrous Compendium Appendix,Large,Any coast or swamp,,Troll,Legacy,
"Troll, Saltwater",Monstrous Manual,Large,Any coast,,Troll,Scrag,Saltwater
"Troll, Saltwater Scrag",Monstrous Compendium Volume One,Large,Any coast,,Troll,Scrag,Saltwater
"Troll, Snow",Monstrous Compendium Annual Volume One,Large,Any arctic or subarctic land,,Troll,Snow,
"Troll, Spectral",Greyhawk Ruins (WGR1),Large,Any/Forests,,Troll,Spectral,
"Troll, Spirit Trolls",Monstrous Manual,,,,Troll,Spirit,
"Troll, Two-headed",Monstrous Compendium Volume One,Large,Any land or subterranean area,,Troll,Fell,
Trollhound,Dragon #199,Medium,Sub-arctic to sub-tropical land,,Trollhound,,
Trosip,Savage Coast Monstrous Compendium Appendix,Tiny,Any interior or subterranean,,Trosip,,
Trothspyre,Dragon #243,,,,Equar,Trothspyre,
Trow (Myth),Dragon #261,Large,Any; prefer warm climes,,Trow,,
True Ghoul Nobles,Dungeon #70,,,,Ghoul,True,Noble
True Ghouls,Dungeon #70,Medium,,,Ghoul,True,
Trumpet Archon,Warriors of Heaven,,,,Archon,Trumpet,
Trygrideam,Dragon #224,,,,Vaati,Trygrideam,
Tsnng,Planescape Monstrous Compendium Appendix III,Medium,Quasiplane of Mineral,,Tsnng,,
Tso,Planescape Monstrous Compendium Appendix II,Medium,"Outlands, any lawful plane",,Tso,,
Tualleiaght,Book of Magecraft,Large,Any subterranean,,Garradalaigh,Tualleiaght,
"Tube worm, giant, Carnivorous",Dragon #190,Medium,Deep ocean/Hydrothermal vents,,Tube Worm,Giant,Carnivorous
"Tube worm, giant, Common",Dragon #190,Medium,Deep ocean/Hydrothermal vents,,Tube Worm,Giant,Common
Tul'k,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Huge,Mountains,,Tul'k,,
Tun Mi Lung (Typhoon Dragon),1992 Trading Cards Factory Set,Gargantuan,,,Dragon,Lung,Tun Mi Lung
Tundra Lizards,Dragon Annual #2,Small,"Subarctic, arctic",,Lizard,Tundra,
Tungsten Dragon,Dragon #170,Gargantuan,"Arid, deserts, dry plains",,Dragon,Ferrous,Tungsten
Tunnel Fish,Dungeon #70,Medium,,,Tunnel Fish,,
Tunnelmouth Dweller,Dragon #267,Huge,Subterranean,,Tunnelmouth Dweller,,
Turtle,Dragon #190,Gargantuan,,,Turtle,Father-Of-All-The-Turtles,
"Turtle, Sea, Giant",Monstrous Compendium Annual Volume Two,Huge,Any sea,,Turtle,Sea,Giant
"Turtle, Snapping, Giant",Monstrous Compendium Annual Volume Two,Huge,Lake or river,,Turtle,Snapping,Giant
Tuyewera,Monstrous Compendium Annual Volume One,Medium,Tropical land,,Tuyewera,,
Tween,Guide to the Ethereal Plane,Small,,,Tween,,
Twilight Bear,Terrors from Above,Large,"Mountains, forest, rough",,Bear,Twilight,
Twill (Pocket Rat),Dragon #269,Tiny,Gnome tunnels,,Rat,Twill,
Tyin,1993 Trading Cards Factory Set,Large,,,Disir,Tyin,
"Tyin, Larva",Flint's Axe (DLQ2),Small,Underground,,Disir,Tyin,Larva
Tylor,1992 Trading Cards Factory Set,Gargantuan,,,Tylor,Red,
Tymher-haid,Dragon #186,Tiny,Any inhabited,,Tymher-Haid,,
Tyminid,Savage Coast Monstrous Compendium Appendix,Small,Mountain or forest,,Tyminid,,
Typhus,Dragon Annual #2,,,,Yugoloth,Altraloth,Typhus
Typical Least Yugoloth,"Wizard's Spell Compendium, Volume Four",,,,Yugoloth,Guardian,Least
Tyranthraxus,Villains' Lorebook,,,,Tyranthraxus,,
Tyrg,Monstrous Compendium Greyhawk Appendix,Large,Any/Mountains or hilly forests,,Tyrg,,
Tyrian Slime,Dark Sun: Shattered Lands [Rule Book],Medium,"Subterranean, Mud flats",,Tyrian Slime,,
Tzolo's Guardian,Dungeon #37,Medium,,,Tzolo's Guardian,,
Ulitharid,Illithiad,Large,,,Mind Flayer,Ulitharid,
Ulitharid (Noble Illithid),Dungeon #24,Large,Any subterranean,,Mind Flayer,Ulitharid,
Ulitharids,Illithiad,,,,Mind Flayer,Ulitharid,
Ultraheavy war horse,"Encyclopedia Magica, Volume I",,,,Horse,Warhorse,Ultraheavy
Umber Hulk,1991 Trading Cards Factory Set,Large,,,Umber Hulk,,
"Umber Hulk, Vodyanoi",Monstrous Compendium Volume One,Large,Freshwater aquatic,,Umber Hulk,Vodyanoi,
Umbra,Servants of Darkness,Medium,Ravenloft/Keening,,Umbra,,
Umpleby,Monstrous Compendium Annual Volume Two,Large,Temperate forest,,Umpleby,,
Uncle Skeleton,Book of Sorrows,Large,Any subtropical to tropical,,Uncle Skeleton,,
"Undead Beast, Stahnk",Tales of the Lance [World Book of Ansalon],Huge,Wilds,,Undead Beast,Stahnk,
Undead Dragon Slayer,Dragon #205,Medium,Any Io's Blood,,Undead Dragon Slayer,,
"Undead Dragon, Ghast",Dragon #234,,,,Ghoul,Ghast,Dragon
"Undead Dragon, Ghost",Dragon #234,,,,Ghostly Dragon,,
"Undead Dragon, Ghoul",Dragon #234,,,,Ghoul,Dragon,
"Undead Dragon, Mummy",Dragon #234,,,,Mummy,Dragon,
"Undead Dragon, Skeleton",Dragon #234,,,,Skeleton,Skeletal Dragon,
"Undead Dragon, Spectre",Dragon #234,,,,Spectre,Dragon,
"Undead Dragon, Vampire",Dragon #234,,,,Vampiric Dragon,,
"Undead Dragon, Wight",Dragon #234,,,,Wight,Dragon,
"Undead Dragon, Wraith",Dragon #234,,,,Wraith,Dragon,
"Undead Dragon, Zombie",Dragon #234,,,,Zombie,Dragon,
Undead Dwarf,Monstrous Compendium Annual Volume One,Medium,Subterranean,,Dwarf,Undead,
Undead Hulk,Dragon #184,Large,Any neogi enclave,,Umber Hulk,Undead Hulk,
Undead Kraken,Legends of the Hero-Kings,Gargantuan,,,Kraken,Undead,
Undead Lake Monster,Monstrous Compendium Annual Volume One,Gargantuan,Deep lakes,,Undead Lake Serpent,,
Undead Pegasus,Terrors from Above,Large,Any,,Pegasus,Undead,
Undead Python,Dungeon #71,Large,,,Snake,Python,Undead
Undead Remorhaz,Dungeon #70,Gargantuan,,,Remorhaz,Undead,
Undead Trophy Heads,Dungeon #64,Small,,,Undead Trophy Head,,
Undead-puppet,Dungeon #64,Medium,,,Puppet,Undead,
"Undead, Stellar",Monstrous Compendium Spelljammer Appendix II,Small to Medium,Wildpsace,,Stellar Undead,,
Undermountain Folk (Mindhome),Dark Sun: Shattered Lands [Rule Book],Small,Subterranean,,Mindhome Folk,,
Ungulosin,Planescape Monstrous Compendium Appendix III,Huge,Elemental Plane of Water,,Ungulosin,,
Unicorn,1991 Trading Cards Factory Set,Large,,,Unicorn,,
"Unicorn, Black",Monstrous Compendium Annual Volume Three,Large,"Forests, plains",,Unicorn,Black,
"Unicorn, Shadow",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Large,Ravenloft forests,,Unicorn,Shadow,
Unicow,Dragon #156,Large,"Temperate grasslands, like Wisconsin",,Unicow,,
Unisus,Dragon #190,Large,Temperate/Mountains,,Unicorn,Unisus,
Unnskrajir,Player's Secrets of Hogunmark,Gargantuan,,,Unnskrajir,,
Ur-Histachii (Undead),Cult of the Dragon,Medium,Tropical jungles or subterranean areas beneath tropical regions,,Ur-Histachii,,
"Urchin, Black",Monstrous Compendium Volume Two,Small,"Sea bed, coast",,Urchin,Black,
"Urchin, Green",Monstrous Compendium Volume Two,Small,"Sea bed, coast",,Urchin,Green,
"Urchin, Land",Monstrous Compendium Volume Two,Small,Any temperate to tropical land,,Urchin,Land,
"Urchin, Red",Monstrous Compendium Volume Two,Small,"Sea bed, coast",,Urchin,Red,
"Urchin, Silver",Monstrous Compendium Volume Two,Small,"Sea bed, coast",,Urchin,Silver,
"Urchin, Yellow",Monstrous Compendium Volume Two,Small,"Sea bed, coast",,Urchin,Yellow,
Urd,Monstrous Compendium Volume Two,Small,Temperate to tropical/Hills and mountains,,Urd,,
Urdunnir,Monstrous Compendium Fiend Folio Appendix (MC14),Medium,Underground,,Dwarf,Urdunnir,
Urkhan Worms,Dwarven Kingdoms of Krynn [A World in Stone],Large,,,Urkhan Worm,,
"Url-Shell, the three-headed beast",Dragon #269,Large,,,Url-Shell,,
Urophions,Illithiad,,,,Roper,Urophion,
Ursoi,Otherlands (DLR1),Large,Temperate to Arctic/Subterranean,,Ursoi,,
Ustrel (goblin),Dragon Annual #1,,,,Vampire,Ustrel,
Utahraptor,Dungeon #54,Large,Any tropical,,Dinosaur,Utahraptor,
Uthraki,Spellbound [Monstrous Compendium],Medium,Forests (Rashemen),,Uthraki,,
Utuchekulu,Dungeon #56,Small,Tropical jungle,,Utuchekulu,,
Utukku,Dungeon #62,Large,Any,,Utukku,,
Vaath,Monstrous Compendium Annual Volume Three,Large,Carceri,,Vaath,,
Vaati,Rod of Seven Parts [Book IV: Monsters],Medium,Any,,Vaati,,
Vaati (Wind Duke),Monstrous Compendium Annual Volume Four,Medium,Any,,Vaati,,
Vaati (Wind Dukes),Dragon #224,Medium,,,Vaati,,
"Vaati, Bledrudeam",Monstrous Compendium Annual Volume Four,,,,Vaati,Bledrudeam,
"Vaati, Haikjadeam",Monstrous Compendium Annual Volume Four,,,,Vaati,Haikjadeam,
"Vaati, Houdeam",Monstrous Compendium Annual Volume Four,,,,Vaati,Houdeam,
"Vaati, Kheirdeam",Monstrous Compendium Annual Volume Four,,,,Vaati,Kheirdeam,
"Vaati, Trygrideam",Monstrous Compendium Annual Volume Four,,,,Vaati,Trygrideam,
"Vaati, Vindeam",Monstrous Compendium Annual Volume Four,,,,Vaati,Vindeam,
"Vaati, Wendeam",Monstrous Compendium Annual Volume Four,,,,Vaati,Wendeam,
"Vaati, Wergadeam",Monstrous Compendium Annual Volume Four,,,,Vaati,Wergadeam,
Vacuous,Planescape Monstrous Compendium Appendix III,Medium,Quasiplane of Vacuum,,Vacuous,,
Vagabond,Complete Psionics Handbook (PHBR5),As host,As host,,Vagabond,,
Valpurgeist,Monstrous Compendium Ravenloft Appendix,Medium,Any land,,Valpurleiche,,
Vampire,1991 Trading Cards Factory Set,Medium,,,Vampire,,
Vampire Moss,Monstrous Compendium Annual Volume One,Tiny to Small,"Swamp, woods",,Vampire Moss,,
"Vampire, Banished",Diablo II: The Awakening,Medium,,,Vampire,Sanctuary,Banished
"Vampire, Blood Lord",Diablo II: The Awakening,Medium,,,Vampire,Sanctuary,Blood Lord
"Vampire, Cerebral","Bleak House: The Death of Rudolph van Richten [Book Three: Heroes, Monsters, and Settings]",Medium,Dominia,,Vampire,Cerebral,
"Vampire, Dark Lord",Diablo II: The Awakening,Medium,,,Vampire,Sanctuary,Dark Lord
"Vampire, Drow",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium,Subterranean,,Vampire,Drow,
"Vampire, Dwarf",Monstrous Compendium Ravenloft Appendix,Small,Any subterranean,,Vampire,Dwarven,
"Vampire, Eastern",Monstrous Compendium Volume One,,,,Vampire,Eastern,
"Vampire, Eastern (Mayónaka)",Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15),Medium,Any,,Vampire,Chiang-shi,Mayónaka
"Vampire, Elf",Monstrous Compendium Ravenloft Appendix,Medium,Non-arctic forest,,Vampire,Elven,
"Vampire, Ghoul Lord",Diablo II: The Awakening,Medium,,,Vampire,Sanctuary,Ghoul Lord
"Vampire, Gnome",Monstrous Compendium Ravenloft Appendix,Small,Any subterranean,,Vampire,Gnomish,
"Vampire, Halfling",Monstrous Compendium Ravenloft Appendix,Small,Temperate woodlands,,Vampire,Halfling,
"Vampire, Illithid",Thoughts of Darkness (RQ2),Medium,Any,,Vampire,Mind Flayer,
"Vampire, Illithid (Athaekeetha)",Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15),Medium,Bluetspur area,,Vampire,Mind Flayer,Athaekeetha
"Vampire, Kender",Monstrous Compendium Ravenloft Appendix,Small,Sithicus,,Vampire,Kender,
"Vampire, Night Lord",Diablo II: The Awakening,Medium,,,Vampire,Sanctuary,Night Lord
"Vampire, Nosferatu",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium,Ravenloft,,Vampire,Nosferatu,Dread
"Vampire, Oriental",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium,Rokushima Táiyoo,,Vampire,Chiang-shi,
"Vampire, Pisacha",Book of Sorrows,Medium,Sri Raji (most common),,Vampire,Pisacha,
"Vampire, Velya",Mystara Monstrous Compendium Appendix,Medium,Ocean or swamp,,Vampire,Velya,Ocean
"Vampire, Velya, Swamp",Mystara Monstrous Compendium Appendix,,,,Vampire,Velya,Swamp
Vampiric Ixitxachitl,Monstrous Manual,,,,Ixitxachitl,Vampiric,Greater
Vampiric Mist,1991 Trading Cards Factory Set,Medium to Large,,,Mist,Vampiric,
Vampiric wolf,Dragon #174,Small,Any,,Wolf,Vampiric,
Vampyre,1992 Trading Cards Factory Set,Medium,,,Vampyre,,
Vampyre (Valadimir Ludzig),Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15),Medium,Falkovnia,,Vampyre,Valadimir Ludzig,
"Vanathor, the Golden Harpist",Dragon #260,Gargantuan,Mount Celestia or the Prime Material Plane,,Dragon,Vanathor,
Vandalraug,Dragon #260,Large,Any land,,Drake,Greater,Vandalraug
Vaporighu,1991 Trading Cards Factory Set,Large,,,Vaporighu,,
Varanid,Dragon #268,Medium,Tropical,,Lizardfolk,Varanid,
Vargouille,City of Delights,Small,"Any ruins, burial place, or subterranean",,Vargouille,,
Varkha,Dragon Annual #1,Medium,Subterranean/Underdark,,Varkha,,
Varrangoin,From the Ashes,Medium,The Abyss,,Varrangoin,Greater,
"Varrangoin, Greater",Planes of Chaos [Monstrous Supplement],Medium,"Abyss, Cerceri",,Varrangoin,Lesser,
