Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes
Kuo-toa exalted whip,Monstrous humanoid (aquatic),Kuo-toa,Medium,Monster Manual V,95,Supplement,3.5,7,
Kuo-toa harpooner,Monstrous humanoid (aquatic),Kuo-toa,Medium,Monster Manual V,96,Supplement,3.5,4,
Kuo-toa monitor,Monstrous humanoid (aquatic),Kuo-toa,Medium,Monster Manual V,97,Supplement,3.5,6,
Lashemoi,Monstrous humanoid,,Medium,Monster Manual V,186,Supplement,3.5,1,
Lesser spawn of Juiblex,"Elemental (extraplanar, water)",,Large,Monster Manual V,162,Supplement,3.5,6,
Madcrafter of Thoon,Aberration,,Huge,Monster Manual V,114,Supplement,3.5,10,
Magmacore golem,Construct,,Medium,Monster Manual V,70,Supplement,3.5,4,
Malastor,Magical beast,,Gargantuan,Monster Manual V,100,Supplement,3.5,16,
Master of the hunt,Fey,,Large,Monster Manual V,202,Supplement,3.5,22,
Merchurion,Construct (living construct),,Huge,Monster Manual V,102,Supplement,3.5,17,
Mockery drone,Magical beast,,Medium,Monster Manual V,127,Supplement,3.5,9,
Mockery monarch,Magical beast,,Large,Monster Manual V,126,Supplement,3.5,14,
Phantom (template),Varies,,Varies,Monster Manual V,130,Supplement,3.5,Varies,
Ruin chanter,"Fey (air, Earth)",,Medium,Monster Manual V,132,Supplement,3.5,14,
Ruin elemental,Elemental (earth),,Large,Monster Manual V,134,Supplement,3.5,10,
Rylkar harridan,Magical beast,,Huge,Monster Manual V,136,Supplement,3.5,9,
Rylkar madclaw,Magical beast,,Small,Monster Manual V,137,Supplement,3.5,3,
Rylkar tormentor,Magical beast,,Medium,Monster Manual V,138,Supplement,3.5,6,
Rylkspawn swarm,Magical beast (swarm),,Tiny,Monster Manual V,138,Supplement,3.5,4,
Sanguineous drinker,Undead,,Medium,Monster Manual V,142,Supplement,3.5,5,
Scouring slinger,Construct,,Huge,Monster Manual V,144,Supplement,3.5,18,
Scouring stanchion,Construct,,Huge,Monster Manual V,145,Supplement,3.5,18,
Scyther of Thoon,Construct,,Medium,Monster Manual V,116,Supplement,3.5,6,
Serpentir,Undead,,Large,Monster Manual V,158,Supplement,3.5,4,
Shadow flayer,Aberration,,Medium,Monster Manual V,107,Supplement,3.5,8,
Shaedling,Fey,,Medium,Monster Manual V,148,Supplement,3.5,2,
Shardsoul slayer,Construct,,Medium,Monster Manual V,150,Supplement,3.5,5,
Siege beetle,Vermin (extraplanar),,Gargantuan,Monster Manual V,152,Supplement,3.5,16,
Skull lord,Undead,,Medium,Monster Manual V,154,Supplement,3.5,7,
Slinger scorpion,Construct,,Small,Monster Manual V,145,Supplement,3.5,—,
Spectral rider,Undead,,Medium,Monster Manual V,160,Supplement,3.5,6,
Spirrax,Aberration (extraplanar),,Gargantuan,Monster Manual V,166,Supplement,3.5,18,
Steelwing,Magical beast (extraplanar),,Huge,Monster Manual V,168,Supplement,3.5,14,
Stormcloud of Thoon,Construct,,Medium,Monster Manual V,118,Supplement,3.5,5,
Taunting haunt,Undead (incorporeal),,Medium,Monster Manual V,82,Supplement,3.5,4,
Thoon disciple,Aberration,,Medium,Monster Manual V,104,Supplement,3.5,10,
Thoon elder brain,Aberration,,Large,Monster Manual V,121,Supplement,3.5,15,
Thoon hulk,Construct,,Large,Monster Manual V,120,Supplement,3.5,13,
Thoon infiltrator,Monstrous humanoid,,Medium,Monster Manual V,109,Supplement,3.5,5,
Thoon soldier,Construct,,Medium,Monster Manual V,113,Supplement,3.5,8,
Thoon thrall (template),Monstrous humanoid,,Varies,Monster Manual V,111,Supplement,3.5,Varies,
Thrym hound,Magical beast,,Huge,Monster Manual V,170,Supplement,3.5,10,
Tirbana drowser,Magical beast,,Small,Monster Manual V,173,Supplement,3.5,2,
Tirbana eyewing,Magical beast,,Tiny,Monster Manual V,172,Supplement,3.5,1/2,
Tirbana slayer,Magical beast,,Medium,Monster Manual V,173,Supplement,3.5,4,
Tirbana spawner,Magical beast,,Medium,Monster Manual V,174,Supplement,3.5,5,
Turlemoi,Monstrous humanoid,,Large,Monster Manual V,187,Supplement,3.5,8,
Tusk terror,Magical beast,,Medium,Monster Manual V,182,Supplement,3.5,8,
Verdant reaver,Plant,,Large,Monster Manual V,196,Supplement,3.5,5,
Vine spawn,Plant,,Large,Monster Manual V,198,Supplement,3.5,7,
Vivisector,Aberration,,Medium,Monster Manual V,200,Supplement,3.5,4,
Xorvintaal dragon (template),Dragon,,Varies,Monster Manual V,38,Supplement,3.5,Varies,
Xorvintaal exarch (template),Varies,,Varies,Monster Manual V,47,Supplement,3.5,Varies,
Aarakocra,Monstrous humanoid,,Medium,Monsters of Faerûn,11,Setting - Forgotten Realms,3,1/2,
Aballin,Ooze,,Large,Monsters of Faerûn,11,Setting - Forgotten Realms,3,4,
Alaghi,Monstrous humanoid,,Medium,Monsters of Faerûn,14,Setting - Forgotten Realms,3,4,
Asabi,Humanoid (reptilian),,Medium,Monsters of Faerûn,15,Setting - Forgotten Realms,3,1,
Banedead,Undead,,Medium,Monsters of Faerûn,16,Setting - Forgotten Realms,3,3,
Baneguard,Undead,,Medium,Monsters of Faerûn,17,Setting - Forgotten Realms,3,2,
Banelar,Magical beast,,Huge,Monsters of Faerûn,18,Setting - Forgotten Realms,3,5,
Beast of Malar,Shapechanger,,Medium,Monsters of Faerûn,20,Setting - Forgotten Realms,3,11,
Beast of Xvim (template),As base creature,,Varies,Monsters of Faerûn,85,Setting - Forgotten Realms,3,Varies,
"Beholderkin, death kiss",Aberration,Beholderkin,Large,Monsters of Faerûn,22,Setting - Forgotten Realms,3,11,
"Beholderkin, eyeball",Aberration,Beholderkin,Tiny,Monsters of Faerûn,23,Setting - Forgotten Realms,3,1/2,
"Beholderkin, gouger",Aberration,Beholderkin,Large,Monsters of Faerûn,24,Setting - Forgotten Realms,3,11,
Bonebat,Undead,,Medium,Monsters of Faerûn,18,Setting - Forgotten Realms,3,2,
Bullywug,Humanoid (aquatic),,Medium,Monsters of Faerûn,25,Setting - Forgotten Realms,3,1,
Chitine,Monstrous humanoid,,Small,Monsters of Faerûn,26,Setting - Forgotten Realms,3,1,
Choldrith,Aberration,,Large,Monsters of Faerûn,27,Setting - Forgotten Realms,3,4,
Chosen one,Monstrous humanoid,,Medium,Monsters of Faerûn,27,Setting - Forgotten Realms,3,2,
Cloaker lord,Aberration,,Huge,Monsters of Faerûn,28,Setting - Forgotten Realms,3,7,
Crawling claw,Construct,,Diminutive,Monsters of Faerûn,29,Setting - Forgotten Realms,3,1/3,
Curst (template),As base creature,,Varies,Monsters of Faerûn,87,Setting - Forgotten Realms,3,Varies,
Dark tree,Plant,,Huge,Monsters of Faerûn,31,Setting - Forgotten Realms,3,7,
Darkenbeast,Magical beast,,Medium,Monsters of Faerûn,30,Setting - Forgotten Realms,3,4,
Deepspawn,Aberration,,Large,Monsters of Faerûn,32,Setting - Forgotten Realms,3,8,
"Demon, ghour","Outsider (chaotic, evil)",Demon,Huge,Monsters of Faerûn,33,Setting - Forgotten Realms,3,12,
"Devil, abishai, black","Outsider (evil, lawful)",Devil,Medium,Monsters of Faerûn,12,Setting - Forgotten Realms,3,5,
"Devil, abishai, blue","Outsider (evil, lawful)",Devil,Medium,Monsters of Faerûn,13,Setting - Forgotten Realms,3,7,
"Devil, abishai, green","Outsider (evil, lawful)",Devil,Medium,Monsters of Faerûn,12,Setting - Forgotten Realms,3,6,
"Devil, abishai, red","Outsider (evil, lawful)",Devil,Medium,Monsters of Faerûn,13,Setting - Forgotten Realms,3,8,
"Devil, abishai, white","Outsider (evil, lawful)",Devil,Medium,Monsters of Faerûn,12,Setting - Forgotten Realms,3,5,
"Doppelganger, greater",Shapechanger,,Medium,Monsters of Faerûn,35,Setting - Forgotten Realms,3,12,
"Draegloth, half-fiend","Outsider (chaotic, evil)",,Large,Monsters of Faerûn,59,Setting - Forgotten Realms,3,5,
"Dragon, brown",Dragon (earth),Dragon,Varies,Monsters of Faerûn,38,Setting - Forgotten Realms,3,Varies,
"Dragon, deep",Dragon (earth),Dragon,Varies,Monsters of Faerûn,40,Setting - Forgotten Realms,3,Varies,
"Dragon, fang",Dragon (air),Dragon,Varies,Monsters of Faerûn,41,Setting - Forgotten Realms,3,Varies,
"Dragon, shadow",Dragon (Shadow),Dragon,Varies,Monsters of Faerûn,42,Setting - Forgotten Realms,3,Varies,
"Dragon, song",Dragon (Electricity),Dragon,Varies,Monsters of Faerûn,44,Setting - Forgotten Realms,3,Varies,
Dragonkin,Monstrous humanoid (reptilian),,Large,Monsters of Faerûn,45,Setting - Forgotten Realms,3,Varies,
Dread warrior,Undead,,Medium,Monsters of Faerûn,46,Setting - Forgotten Realms,3,3,
"Dwarf, faerunian",Humanoid,Dwarf,Varies,Monsters of Faerûn,47,Setting - Forgotten Realms,3,Varies,
Fey'ri,Outsider,,Medium,Monsters of Faerûn,72,Setting - Forgotten Realms,3,2,
Firenewt,"Monstrous humanoid (Fire, Reptilian)",,Medium,Monsters of Faerûn,48,Setting - Forgotten Realms,3,1,
Ghaunadan,Shapechanger,,Medium,Monsters of Faerûn,49,Setting - Forgotten Realms,3,5,
"Giant, fog giant",Giant (air),Giant,Huge,Monsters of Faerûn,50,Setting - Forgotten Realms,3,8,
"Giant, phaerlin giant",Giant (earth),Giant,Huge,Monsters of Faerûn,50,Setting - Forgotten Realms,3,3,
Gibberling,Humanoid (Gibberling),,Small,Monsters of Faerûn,52,Setting - Forgotten Realms,3,1/3,
"Goblin, dekanter",Monstrous humanoid (goblinoid),Goblin,Medium,Monsters of Faerûn,53,Setting - Forgotten Realms,3,1,
"Golem, diamond gemstone golem",Construct,Golem,Large,Monsters of Faerûn,53,Setting - Forgotten Realms,3,12,
"Golem, emerald gemstone golem",Construct,Golem,Large,Monsters of Faerûn,53,Setting - Forgotten Realms,3,12,
"Golem, ruby gemstone golem",Construct,Golem,Large,Monsters of Faerûn,53,Setting - Forgotten Realms,3,11,
"Golem, thayan golem",Construct,Golem,Medium,Monsters of Faerûn,56,Setting - Forgotten Realms,3,8,
Green warder,Plant,,Medium,Monsters of Faerûn,57,Setting - Forgotten Realms,3,4,
Groundling,Monstrous humanoid,,Medium,Monsters of Faerûn,57,Setting - Forgotten Realms,3,2,
Gulguthydra,Aberration,,Huge,Monsters of Faerûn,58,Setting - Forgotten Realms,3,12,
Helmed horror,Construct,,Medium,Monsters of Faerûn,60,Setting - Forgotten Realms,3,10,
Hybsil,Fey,,Small,Monsters of Faerûn,61,Setting - Forgotten Realms,3,1,
Ibrandlin,Dragon (fire),,Gargantuan,Monsters of Faerûn,62,Setting - Forgotten Realms,3,5,
Ice serpent,"Elemental (air, cold)",,Large,Monsters of Faerûn,62,Setting - Forgotten Realms,3,3,
Leucrotta,Magical beast,,Large,Monsters of Faerûn,63,Setting - Forgotten Realms,3,4,
"Lycanthrope, werebat",Shapechanger,Lycanthrope,Huge,Monsters of Faerûn,92,Setting - Forgotten Realms,3,4,
"Lycanthrope, werecrocodile",Shapechanger,Lycanthrope,Huge,Monsters of Faerûn,92,Setting - Forgotten Realms,3,6,
"Lycanthrope, wereshark",Shapechanger,Lycanthrope,Large,Monsters of Faerûn,92,Setting - Forgotten Realms,3,4,
Malaugrym,Shapechanger,,Medium,Monsters of Faerûn,64,Setting - Forgotten Realms,3,4,
Meazel,Monstrous humanoid,,Medium,Monsters of Faerûn,65,Setting - Forgotten Realms,3,4,
Myrlochar,"Outsider (chaotic, evil)",,Medium,Monsters of Faerûn,66,Setting - Forgotten Realms,3,4,
Night hunter,Beast,,Medium,Monsters of Faerûn,18,Setting - Forgotten Realms,3,1,
Nishruu,Outsider (chaotic),,Large,Monsters of Faerûn,67,Setting - Forgotten Realms,3,6,
Nyth,Aberration,,Small,Monsters of Faerûn,68,Setting - Forgotten Realms,3,5,
Peryton,Magical beast,,Medium,Monsters of Faerûn,69,Setting - Forgotten Realms,3,5,
PhaeriMonster Manual,Aberration,,Large,Monsters of Faerûn,70,Setting - Forgotten Realms,3,5,
"Planetouched, air genasi",Outsider,Planetouched,Medium,Monsters of Faerûn,71,Setting - Forgotten Realms,3,1/2,
"Planetouched, earth genasi",Outsider,Planetouched,Medium,Monsters of Faerûn,71,Setting - Forgotten Realms,3,1/2,
"Planetouched, fire genasi",Outsider,Planetouched,Medium,Monsters of Faerûn,71,Setting - Forgotten Realms,3,1/2,
"Planetouched, water genasi",Outsider,Planetouched,Medium,Monsters of Faerûn,71,Setting - Forgotten Realms,3,1/2,
Pterafolk,Shapechanger (reptilian),,Large,Monsters of Faerûn,74,Setting - Forgotten Realms,3,3,
Quaggoth,Monstrous humanoid,,Medium,Monsters of Faerûn,75,Setting - Forgotten Realms,3,3,
Revenant (template),As base creature,,Varies,Monsters of Faerûn,93,Setting - Forgotten Realms,3,Varies,
Shalarin,Humanoid (aquatic),,Medium,Monsters of Faerûn,76,Setting - Forgotten Realms,3,1/2,
Sharn,Aberration,,Large,Monsters of Faerûn,76,Setting - Forgotten Realms,3,Varies,
Sinister,Magical beast,,Large,Monsters of Faerûn,18,Setting - Forgotten Realms,3,3,
Siv,Humanoid (aquatic),,Medium,Monsters of Faerûn,78,Setting - Forgotten Realms,3,1,
Spectral panther,Magical beast (incorporeal),,Large,Monsters of Faerûn,79,Setting - Forgotten Realms,3,4,
"Spider, hairy spider",Vermin,,Fine,Monsters of Faerûn,79,Setting - Forgotten Realms,3,1/2,
"Spider, sword spider",Vermin,,Large,Monsters of Faerûn,79,Setting - Forgotten Realms,3,5,
Stinger,Monstrous humanoid,,Large,Monsters of Faerûn,80,Setting - Forgotten Realms,3,4,
Stingtail,Humanoid (reptilian),,Large,Monsters of Faerûn,15,Setting - Forgotten Realms,3,3,
"Strider, giant",Magical beast (fire),,Large,Monsters of Faerûn,51,Setting - Forgotten Realms,3,1,
Tall mouther,Aberration,,Large,Monsters of Faerûn,81,Setting - Forgotten Realms,3,5,
Tanarukk,Outsider,,Medium,Monsters of Faerûn,72,Setting - Forgotten Realms,3,2,
Tomb tapper,Construct,,Huge,Monsters of Faerûn,82,Setting - Forgotten Realms,3,14,
"Unicorn, black",Magical beast,,Large,Monsters of Faerûn,83,Setting - Forgotten Realms,3,3,
Wemic,Monstrous humanoid,,Large,Monsters of Faerûn,84,Setting - Forgotten Realms,3,3,
Yuan-ti (template),As base creature,Yuan-ti,Varies,Monsters of Faerûn,94,Setting - Forgotten Realms,3,Varies,
"Zombie, tyrantfog",Undead,Zombie,Medium,Monsters of Faerûn,85,Setting - Forgotten Realms,3,3,
Bajang,Fey (spirit),,Small,Oriental Adventures,145,Setting - Oriental Adventures,3,3,
Bakemono,"Humanoid (goblinoid, Shadowlands)",,Small,Oriental Adventures,146,Setting - Oriental Adventures,3,1/2,
Bisan,Fey (spirit),,Medium,Oriental Adventures,147,Setting - Oriental Adventures,3,5,
Bog hag,Shapechanger (Shadowlands),,Medium,Oriental Adventures,147,Setting - Oriental Adventures,3,2,
"Buso, tigbanua",Monstrous humanoid,,Medium,Oriental Adventures,148,Setting - Oriental Adventures,3,3,
"Centipede, spirit centipede, least",Outsider (spirit),,Diminutive,Oriental Adventures,150,Setting - Oriental Adventures,3,1/2,
"Centipede, spirit centipede, lesser",Outsider (spirit),,Tiny,Oriental Adventures,150,Setting - Oriental Adventures,3,1,
"Centipede, spirit centipede, small",Outsider (spirit),,Small,Oriental Adventures,150,Setting - Oriental Adventures,3,2,
Chiang lung (river dragon),"Dragon (Spirit, water)",,Varies,Oriental Adventures,155,Setting - Oriental Adventures,3,Varies,
Doc cu'o'c,Outsider (spirit),,Medium,Oriental Adventures,151,Setting - Oriental Adventures,3,6,
Dokufu,Shapechanger (Shadowlands),,Medium/Huge,Oriental Adventures,151,Setting - Oriental Adventures,3,19,
Ghost,Undead,,Varies,Oriental Adventures,165,Setting - Oriental Adventures,3,Varies,
Hannya,Monstrous humanoid,,Medium,Oriental Adventures,166,Setting - Oriental Adventures,3,4,
Hebi-no-onna,Monstrous humanoid (spirit),,Medium,Oriental Adventures,167,Setting - Oriental Adventures,3,15,
Hengeyokai,Shapechanger,,Medium,Oriental Adventures,168,Setting - Oriental Adventures,3,1/2,
Hopping vampire,Undead,,Medium,Oriental Adventures,169,Setting - Oriental Adventures,3,5,
Jiki-ketsu-gaki,Undead (spirit),,Medium,Oriental Adventures,164,Setting - Oriental Adventures,3,6,
Jiki-niku-gaki,Undead (spirit),,Medium,Oriental Adventures,164,Setting - Oriental Adventures,3,1,
Kappa,Monstrous humanoid (aquatic),,Small,Oriental Adventures,169,Setting - Oriental Adventures,3,2,
Ki-rin,Magical beast,,Huge,Oriental Adventures,170,Setting - Oriental Adventures,3,18,
Korobokuru,Humanoid (dwarf),,Small,Oriental Adventures,171,Setting - Oriental Adventures,3,1/2,
Li lung (earth dragon),"Dragon (earth, spirit)",,Varies,Oriental Adventures,156,Setting - Oriental Adventures,3,Varies,
Lung wang (sea dragon),"Dragon (Spirit, water)",,Varies,Oriental Adventures,157,Setting - Oriental Adventures,3,Varies,
Mamono,Shapechanger (Shadowlands),,Medium,Oriental Adventures,172,Setting - Oriental Adventures,3,4,
"Naga, asp naga",Humanoid (reptilian),Naga,Large,Oriental Adventures,173,Setting - Oriental Adventures,3,2,
"Naga, chameleon naga","Humanoid (aquatic, Reptilian)",Naga,Large,Oriental Adventures,173,Setting - Oriental Adventures,3,1,
"Naga, cobra naga",Humanoid (reptilian),Naga,Large,Oriental Adventures,173,Setting - Oriental Adventures,3,3,
"Naga, constrictor naga",Humanoid (reptilian),Naga,Huge,Oriental Adventures,173,Setting - Oriental Adventures,3,3,
"Naga, greensnake naga",Humanoid (reptilian),Naga,Medium,Oriental Adventures,173,Setting - Oriental Adventures,3,1/2,
"Nat, einsaung",Fey (spirit),,Small,Oriental Adventures,176,Setting - Oriental Adventures,3,1,
"Nat, hkum yeng",Fey (spirit),,Medium,Oriental Adventures,176,Setting - Oriental Adventures,3,3,
"Nat, lu",Fey (spirit),,Medium,Oriental Adventures,176,Setting - Oriental Adventures,3,4,
"Nature spirit, large",Fey (spirit),,Large,Oriental Adventures,177,Setting - Oriental Adventures,3,5,
"Nature spirit, medium",Fey (spirit),,Medium,Oriental Adventures,177,Setting - Oriental Adventures,3,3,
"Nature spirit, small",Fey (spirit),,Small,Oriental Adventures,177,Setting - Oriental Adventures,3,1,
Nezumi,Humanoid (Nezumi),,Medium,Oriental Adventures,178,Setting - Oriental Adventures,3,1/2,
"Oni, akuma no","Outsider (evil, Shadowlands)",Oni,Large,Oriental Adventures,184,Setting - Oriental Adventures,3,13,
"Oni, ashi no","Outsider (evil, Shadowlands)",Oni,Large,Oriental Adventures,181,Setting - Oriental Adventures,3,9,
"Oni, byoki no","Outsider (evil, Shadowlands)",Oni,Large,Oriental Adventures,186,Setting - Oriental Adventures,3,15,
"Oni, coMonster Manualon",Giant (spirit),Oni,Large,Oriental Adventures,180,Setting - Oriental Adventures,3,7,
"Oni, gekido no","Outsider (evil, Shadowlands)",Oni,Large,Oriental Adventures,187,Setting - Oriental Adventures,3,15,
"Oni, go-zu",Giant (spirit),Oni,Large,Oriental Adventures,180,Setting - Oriental Adventures,3,9,
"Oni, haino no","Outsider (evil, Shadowlands)",Oni,Medium,Oriental Adventures,181,Setting - Oriental Adventures,3,3,
"Oni, kamu no","Outsider (evil, Shadowlands)",Oni,Large,Oriental Adventures,182,Setting - Oriental Adventures,3,10,
"Oni, kyoso no","Outsider (evil, Shadowlands)",Oni,Large,Oriental Adventures,185,Setting - Oriental Adventures,3,13,
"Oni, me-zu",Giant (spirit),Oni,Large,Oriental Adventures,180,Setting - Oriental Adventures,3,10,
"Oni, sanru no","Outsider (evil, Shadowlands)",Oni,Medium,Oriental Adventures,182,Setting - Oriental Adventures,3,9,
"Oni, shikibu no","Outsider (evil, Shadowlands)",Oni,Small,Oriental Adventures,183,Setting - Oriental Adventures,3,10,
"Oni, tsuburu no","Outsider (evil, Shadowlands)",Oni,Large,Oriental Adventures,187,Setting - Oriental Adventures,3,16,
"Oni, ugulu no","Outsider (evil, Shadowlands)",Oni,Large,Oriental Adventures,183,Setting - Oriental Adventures,3,12,
"Oni, yattoko no","Outsider (evil, Shadowlands)",Oni,Huge,Oriental Adventures,185,Setting - Oriental Adventures,3,14,
Onikage,Undead (Shadowlands),,Large,Oriental Adventures,188,Setting - Oriental Adventures,3,3,
Pan lung (coiled dragon),"Dragon (Spirit, water)",,Varies,Oriental Adventures,158,Setting - Oriental Adventures,3,Varies,
Pennaggolan (template),Undead,,Varies,Oriental Adventures,189,Setting - Oriental Adventures,3,Varies,
Rokuro-kubi,Monstrous humanoid,,Medium,Oriental Adventures,190,Setting - Oriental Adventures,3,2,
Shen lung (spirit dragon),"Dragon (Spirit, water)",,Varies,Oriental Adventures,159,Setting - Oriental Adventures,3,Varies,
Shikki-gaki,Undead (spirit),,Medium,Oriental Adventures,164,Setting - Oriental Adventures,3,4,
Shinen-gaki,"Undead (Fire, spirit)",,Medium,Oriental Adventures,164,Setting - Oriental Adventures,3,4,
Shirokinu-katsukami,"Outsider (Good, lawful, spirit)",,Large,Oriental Adventures,191,Setting - Oriental Adventures,3,14,
Spirit folk,Humanoid (spirit),,Medium,Oriental Adventures,192,Setting - Oriental Adventures,3,1/2,
T'ien lung (celestial dragon),"Dragon (air, spirit)",,Varies,Oriental Adventures,161,Setting - Oriental Adventures,3,Varies,
Tako,Aberration (aquatic),,Medium,Oriental Adventures,193,Setting - Oriental Adventures,3,2,
Tasloi,Humanoid (Tasloi),,Small,Oriental Adventures,193,Setting - Oriental Adventures,3,1/2,
"Tengu, crow-headed",Monstrous humanoid,,Medium,Oriental Adventures,194,Setting - Oriental Adventures,3,1,
"Tengu, human-headed",Monstrous humanoid,,Small,Oriental Adventures,194,Setting - Oriental Adventures,3,6,
"Toad, fire toad",Magical beast (fire),,Small,Oriental Adventures,196,Setting - Oriental Adventures,3,2,
"Toad, giant toad",Beast,,Medium,Oriental Adventures,196,Setting - Oriental Adventures,3,1,
"Toad, ice toad",Magical beast (cold),,Large,Oriental Adventures,196,Setting - Oriental Adventures,3,3,
"Toad, poisonous toad",Beast,,Medium,Oriental Adventures,196,Setting - Oriental Adventures,3,2,
Tsuno,"Monstrous humanoid (Shadowlands, spirit)",,Large,Oriental Adventures,197,Setting - Oriental Adventures,3,6,
Tun mi lung (typhoon dragon),"Dragon (Spirit, water)",,Varies,Oriental Adventures,162,Setting - Oriental Adventures,3,Varies,
Wang-liang,Giant (spirit),,Large,Oriental Adventures,198,Setting - Oriental Adventures,3,4,
Yeti,Monstrous humanoid (cold),,Large,Oriental Adventures,199,Setting - Oriental Adventures,3,3,
Yu lung (carp dragon),"Dragon (Spirit, water)",,Varies,Oriental Adventures,154,Setting - Oriental Adventures,3,Varies,
Yuki-on-na,"Fey (Cold, spirit)",,Medium,Oriental Adventures,200,Setting - Oriental Adventures,3,4,
Anarchic creature (template),(extraplanar),,Varies,Planar Handbook,107,Supplement,3.5,Varies,
Astral kraken,Vermin (extraplanar),,Gargantuan,Planar Handbook,109,Supplement,3.5,16,
Axiomatic creature (template),(extraplanar),,Varies,Planar Handbook,110,Supplement,3.5,Varies,
Dharculus,Aberration (extraplanar),,Medium,Planar Handbook,112,Supplement,3.5,9,
"Dwarf, frost","Humanoid (Dwarf, extraplanar)",Dwarf,Medium,Planar Handbook,113,Supplement,3.5,Varies,
Elsewhale,Magical beast (extraplanar),,Gargantuan,Planar Handbook,117,Supplement,3.5,7,
Elysian thrush,"Magical beast (extraplanar, good)",,Tiny,Planar Handbook,118,Supplement,3.5,1/4,
"Energon, xac-yel","Outsider (extraplanar, fire, incorporeal)",Energon,Medium,Planar Handbook,119,Supplement,3.5,5,
"Energon, xac-yij","Outsider (extraplanar, incorporeal)",Energon,Medium,Planar Handbook,120,Supplement,3.5,5,
"Energon, xap-yaup","Outsider (extraplanar, incorporeal)",Energon,Medium,Planar Handbook,121,Supplement,3.5,5,
"Energon, xong-yong","Outsider (extraplanar, incorporeal)",Energon,Medium,Planar Handbook,121,Supplement,3.5,5,
"Energon, xor-yost","Outsider (Cold, extraplanar, incorporeal)",Energon,Medium,Planar Handbook,122,Supplement,3.5,5,
Entropic creature (template),(extraplanar),,Varies,Planar Handbook,122,Supplement,3.5,Varies,
Gaspar,Magical beast (extraplanar),,Huge,Planar Handbook,124,Supplement,3.5,10,
"Gnome, fire gnome","Humanoid (Gnome, extraplanar)",Gnome,Small,Planar Handbook,125,Supplement,3.5,Varies,
Limbo stalker,"Magical beast (chaotic, extraplanar)",,Large,Planar Handbook,126,Supplement,3.5,8,
"Nightmare, lesser","Outsider (evil, extraplanar)",Nightmare,Large,Planar Handbook,127,Supplement,3.5,4,
"Ooze, void ooze",Ooze (extraplanar),Ooze,Large,Planar Handbook,133,Supplement,3.5,8,
Pack fiend,"Magical beast (evil, extraplanar)",,Large,Planar Handbook,128,Supplement,3.5,8,
Shadow jelly,Ooze (extraplanar),,Large,Planar Handbook,129,Supplement,3.5,6,
"Swarm, air elementite","Elemental (air, extraplanar, Swarm)",Swarm,Tiny,Planar Handbook,114,Supplement,3.5,4,
"Swarm, earth elementite","Elemental (earth, extraplanar, Swarm)",Swarm,Tiny,Planar Handbook,115,Supplement,3.5,4,
"Swarm, fire elementite","Elemental (extraplanar, fire, Swarm)",Swarm,Tiny,Planar Handbook,116,Supplement,3.5,4,
"Swarm, water elementite","Elemental (extraplanar, Swarm, water)",Swarm,Tiny,Planar Handbook,116,Supplement,3.5,4,
Unraveler,"Outsider (extraplanar, incorporeal, lawful)",,Large,Planar Handbook,130,Supplement,3.5,9,
Ur'epona,Magical beast (extraplanar),,Large,Planar Handbook,130,Supplement,3.5,1,
Vivacious creature (template),Outsider (extraplanar),,Varies,Planar Handbook,131,Supplement,3.5,Varies,
Cifal,Aberration,,Huge,Polyhedron #145,26,Magazine,3,7,
Iron maiden,Construct,,Huge,Polyhedron #145,28,Magazine,3,7,
"Lion, death lion",Undead,,Large,Polyhedron #145,28,Magazine,3,5,
Living door,Construct,,Large,Polyhedron #145,29,Magazine,3,1,
Tauthar,Monstrous humanoid,,Large,Polyhedron #145,31,Magazine,3,4,
Arborror,Plant,,Huge,Polyhedron #147,29,Magazine,3,5,
Cinciut (red caps),Fey,,Medium,Polyhedron #147,29,Magazine,3,3,
Companion of flame and hate (template),Animal (fire),,Varies,Polyhedron #147,30,Magazine,3,Varies,
Monkeyman,Magical beast,,Medium,Polyhedron #147,44,Magazine,3,2,
Plague wind,Construct (air),,Huge,Polyhedron #147,33,Magazine,3,6,
Jersey Devil,Outsider,,Large,Polyhedron #148,22,Magazine,3,3,
Rolling head,Undead,,Tiny,Polyhedron #148,28,Magazine,3,1,
Thunderbird,Magical beast,,Huge,Polyhedron #148,26,Magazine,3,11,
Wicker man,Construct,,Huge,Polyhedron #148,24,Magazine,3,7,
B'kallash dreadnought,Outsider (extraplanar),,Colossal,Polyhedron #159,35,Magazine,3.5,19,
Duthka'gith,Dragon (extraplanar),,Medium,Polyhedron #159,34,Magazine,3.5,3,
Spectral hound,"Magical beast (extraplanar, incorporeal)",,Medium,Polyhedron #159,36,Magazine,3.5,3,
Hueleneaer (desert centaur),Monstrous humanoid,,Large,Polyhedron #162,77,Magazine,3.5,3,
"Troll, desert troll",Giant,Troll,Large,Polyhedron #162,76,Magazine,3.5,6,
Docentos,Aberration,,Huge,Polyhedron #163,97,Magazine,3.5,12,
Dreamstealer,Undead (incorporeal),,Medium,Polyhedron #165,92,Magazine,3.5,5,
Dreamstealer spawn (template),Undead (incorporeal),,Varies,Polyhedron #165,93,Magazine,3.5,Varies,
Mazchedeen (tunnel-hunters),Aberration,,Medium,Polyhedron #165,91,Magazine,3.5,2,
